,GP_name,quali_pos,constructor,driver,position,driver_confidence,constructor_relaiblity,active_driver,active_constructor,dob,istest
550,Sepang International Circuit,18,McLaren,Fernando Alonso,18.0,0.9326599326599326,0.6344916344916345,1,1,1981-07-29 00:00:00,0
551,Sepang International Circuit,22,McLaren,Fernando Alonso,22.0,0.9326599326599326,0.6344916344916345,1,1,1981-07-29 00:00:00,0
552,Sepang International Circuit,10,McLaren,Fernando Alonso,10.0,0.9326599326599326,0.6344916344916345,1,1,1981-07-29 00:00:00,0
560,Sepang International Circuit,12,McLaren,Lewis Hamilton,13.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
561,Sepang International Circuit,9,McLaren,Lewis Hamilton,4.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
562,Sepang International Circuit,4,McLaren,Lewis Hamilton,4.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
563,Sepang International Circuit,20,McLaren,Lewis Hamilton,20.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
564,Sepang International Circuit,2,McLaren,Lewis Hamilton,2.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
565,Sepang International Circuit,1,McLaren,Lewis Hamilton,1.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
571,Sepang International Circuit,9,McLaren,Sergio Pérez,10.0,0.9333333333333333,0.6344916344916345,1,1,1990-01-26 00:00:00,0
572,Sepang International Circuit,8,McLaren,Kevin Magnussen,8.0,0.9523809523809523,0.6344916344916345,1,1,1992-10-05 00:00:00,0
578,Sepang International Circuit,19,Ferrari,Fernando Alonso,19.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
579,Sepang International Circuit,5,Ferrari,Fernando Alonso,5.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
580,Sepang International Circuit,8,Ferrari,Fernando Alonso,9.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
581,Sepang International Circuit,3,Ferrari,Fernando Alonso,3.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
582,Sepang International Circuit,4,Ferrari,Fernando Alonso,4.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
659,Sepang International Circuit,4,Mercedes,Lewis Hamilton,4.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
660,Sepang International Circuit,1,Mercedes,Lewis Hamilton,1.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
661,Sepang International Circuit,1,Mercedes,Lewis Hamilton,1.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
662,Sepang International Circuit,1,Mercedes,Lewis Hamilton,1.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
663,Sepang International Circuit,1,Mercedes,Lewis Hamilton,1.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
667,Sepang International Circuit,5,Mercedes,Valtteri Bottas,5.0,0.965034965034965,0.8778054862842892,1,1,1989-08-28 00:00:00,0
687,Sepang International Circuit,15,AlphaTauri,Carlos Sainz,15.0,0.9038461538461539,0.4553903345724907,1,1,1994-09-01 00:00:00,0
688,Sepang International Circuit,16,AlphaTauri,Carlos Sainz,16.0,0.9038461538461539,0.4553903345724907,1,1,1994-09-01 00:00:00,0
689,Sepang International Circuit,14,AlphaTauri,Carlos Sainz,14.0,0.9038461538461539,0.4553903345724907,1,1,1994-09-01 00:00:00,0
690,Sepang International Circuit,6,AlphaTauri,Max Verstappen,6.0,0.9142857142857143,0.4553903345724907,1,1,1997-09-30 00:00:00,0
691,Sepang International Circuit,15,AlphaTauri,Pierre Gasly,15.0,0.9387755102040817,0.4553903345724907,1,1,1996-02-07 00:00:00,0
728,Sepang International Circuit,16,Alfa Romeo,Sergio Pérez,16.0,0.9333333333333333,0.3952755905511811,1,1,1990-01-26 00:00:00,0
729,Sepang International Circuit,9,Alfa Romeo,Sergio Pérez,10.0,0.9333333333333333,0.3952755905511811,1,1,1990-01-26 00:00:00,0
770,Sepang International Circuit,3,Red Bull,Max Verstappen,3.0,0.9142857142857143,0.7508650519031141,1,1,1997-09-30 00:00:00,0
771,Sepang International Circuit,3,Red Bull,Max Verstappen,3.0,0.9142857142857143,0.7508650519031141,1,1,1997-09-30 00:00:00,0
795,Sepang International Circuit,17,Haas F1 Team,Kevin Magnussen,17.0,0.9523809523809523,0.34302325581395354,1,1,1992-10-05 00:00:00,0
875,Shanghai International Circuit,16,Williams,Valtteri Bottas,17.0,0.965034965034965,0.5699614890885751,1,1,1989-08-28 00:00:00,0
876,Shanghai International Circuit,7,Williams,Valtteri Bottas,7.0,0.965034965034965,0.5699614890885751,1,1,1989-08-28 00:00:00,0
877,Shanghai International Circuit,5,Williams,Valtteri Bottas,5.0,0.965034965034965,0.5699614890885751,1,1,1989-08-28 00:00:00,0
878,Shanghai International Circuit,5,Williams,Valtteri Bottas,5.0,0.965034965034965,0.5699614890885751,1,1,1989-08-28 00:00:00,0
879,Shanghai International Circuit,10,Williams,Lance Stroll,10.0,0.9230769230769231,0.5699614890885751,1,1,1998-10-29 00:00:00,0
880,Shanghai International Circuit,18,Williams,Lance Stroll,18.0,0.9230769230769231,0.5699614890885751,1,1,1998-10-29 00:00:00,0
882,Shanghai International Circuit,17,Williams,George Russell,17.0,0.9583333333333334,0.5699614890885751,1,1,1998-02-15 00:00:00,0
890,Shanghai International Circuit,4,McLaren,Fernando Alonso,4.0,0.9326599326599326,0.6344916344916345,1,1,1981-07-29 00:00:00,0
891,Shanghai International Circuit,18,McLaren,Fernando Alonso,18.0,0.9326599326599326,0.6344916344916345,1,1,1981-07-29 00:00:00,0
892,Shanghai International Circuit,11,McLaren,Fernando Alonso,12.0,0.9326599326599326,0.6344916344916345,1,1,1981-07-29 00:00:00,0
893,Shanghai International Circuit,13,McLaren,Fernando Alonso,13.0,0.9326599326599326,0.6344916344916345,1,1,1981-07-29 00:00:00,0
894,Shanghai International Circuit,13,McLaren,Fernando Alonso,13.0,0.9326599326599326,0.6344916344916345,1,1,1981-07-29 00:00:00,0
900,Shanghai International Circuit,9,McLaren,Lewis Hamilton,9.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
901,Shanghai International Circuit,1,McLaren,Lewis Hamilton,1.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
902,Shanghai International Circuit,1,McLaren,Lewis Hamilton,1.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
903,Shanghai International Circuit,6,McLaren,Lewis Hamilton,6.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
904,Shanghai International Circuit,3,McLaren,Lewis Hamilton,3.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
905,Shanghai International Circuit,7,McLaren,Lewis Hamilton,2.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
909,Shanghai International Circuit,12,McLaren,Sergio Pérez,12.0,0.9333333333333333,0.6344916344916345,1,1,1990-01-26 00:00:00,0
910,Shanghai International Circuit,15,McLaren,Kevin Magnussen,15.0,0.9523809523809523,0.6344916344916345,1,1,1992-10-05 00:00:00,0
911,Shanghai International Circuit,14,McLaren,Carlos Sainz,14.0,0.9038461538461539,0.6344916344916345,1,1,1994-09-01 00:00:00,0
914,Shanghai International Circuit,15,McLaren,Lando Norris,15.0,0.9166666666666666,0.6344916344916345,1,1,1999-11-13 00:00:00,0
917,Shanghai International Circuit,3,Ferrari,Fernando Alonso,3.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
918,Shanghai International Circuit,5,Ferrari,Fernando Alonso,5.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
919,Shanghai International Circuit,9,Ferrari,Fernando Alonso,9.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
920,Shanghai International Circuit,3,Ferrari,Fernando Alonso,3.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
921,Shanghai International Circuit,5,Ferrari,Fernando Alonso,5.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
946,Shanghai International Circuit,4,Ferrari,Charles Leclerc,4.0,0.8444444444444444,0.8243589743589743,1,1,1997-10-16 00:00:00,0
988,Shanghai International Circuit,1,Mercedes,Lewis Hamilton,1.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
989,Shanghai International Circuit,1,Mercedes,Lewis Hamilton,1.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
990,Shanghai International Circuit,1,Mercedes,Lewis Hamilton,1.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
991,Shanghai International Circuit,22,Mercedes,Lewis Hamilton,22.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
992,Shanghai International Circuit,1,Mercedes,Lewis Hamilton,1.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
993,Shanghai International Circuit,4,Mercedes,Lewis Hamilton,4.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
994,Shanghai International Circuit,2,Mercedes,Lewis Hamilton,2.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
998,Shanghai International Circuit,3,Mercedes,Valtteri Bottas,3.0,0.965034965034965,0.8778054862842892,1,1,1989-08-28 00:00:00,0
999,Shanghai International Circuit,3,Mercedes,Valtteri Bottas,3.0,0.965034965034965,0.8778054862842892,1,1,1989-08-28 00:00:00,0
1000,Shanghai International Circuit,1,Mercedes,Valtteri Bottas,1.0,0.965034965034965,0.8778054862842892,1,1,1989-08-28 00:00:00,0
1021,Shanghai International Circuit,14,AlphaTauri,Carlos Sainz,14.0,0.9038461538461539,0.4553903345724907,1,1,1994-09-01 00:00:00,0
1022,Shanghai International Circuit,8,AlphaTauri,Carlos Sainz,8.0,0.9038461538461539,0.4553903345724907,1,1,1994-09-01 00:00:00,0
1023,Shanghai International Circuit,11,AlphaTauri,Carlos Sainz,11.0,0.9038461538461539,0.4553903345724907,1,1,1994-09-01 00:00:00,0
1024,Shanghai International Circuit,13,AlphaTauri,Max Verstappen,13.0,0.9142857142857143,0.4553903345724907,1,1,1997-09-30 00:00:00,0
1025,Shanghai International Circuit,9,AlphaTauri,Max Verstappen,9.0,0.9142857142857143,0.4553903345724907,1,1,1997-09-30 00:00:00,0
1026,Shanghai International Circuit,17,AlphaTauri,Pierre Gasly,17.0,0.9387755102040817,0.4553903345724907,1,1,1996-02-07 00:00:00,0
1062,Shanghai International Circuit,12,Alfa Romeo,Sergio Pérez,12.0,0.9333333333333333,0.3952755905511811,1,1,1990-01-26 00:00:00,0
1063,Shanghai International Circuit,8,Alfa Romeo,Sergio Pérez,8.0,0.9333333333333333,0.3952755905511811,1,1,1990-01-26 00:00:00,0
1073,Shanghai International Circuit,19,Alfa Romeo,Charles Leclerc,19.0,0.8444444444444444,0.3952755905511811,1,1,1997-10-16 00:00:00,0
1108,Shanghai International Circuit,16,Red Bull,Max Verstappen,19.0,0.9142857142857143,0.7508650519031141,1,1,1997-09-30 00:00:00,0
1109,Shanghai International Circuit,5,Red Bull,Max Verstappen,5.0,0.9142857142857143,0.7508650519031141,1,1,1997-09-30 00:00:00,0
1110,Shanghai International Circuit,5,Red Bull,Max Verstappen,5.0,0.9142857142857143,0.7508650519031141,1,1,1997-09-30 00:00:00,0
1111,Shanghai International Circuit,6,Red Bull,Pierre Gasly,6.0,0.9387755102040817,0.7508650519031141,1,1,1996-02-07 00:00:00,0
1134,Shanghai International Circuit,12,Haas F1 Team,Kevin Magnussen,12.0,0.9523809523809523,0.34302325581395354,1,1,1992-10-05 00:00:00,0
1135,Shanghai International Circuit,11,Haas F1 Team,Kevin Magnussen,11.0,0.9523809523809523,0.34302325581395354,1,1,1992-10-05 00:00:00,0
1136,Shanghai International Circuit,9,Haas F1 Team,Kevin Magnussen,9.0,0.9523809523809523,0.34302325581395354,1,1,1992-10-05 00:00:00,0
1211,Bahrain International Circuit,15,Williams,Valtteri Bottas,15.0,0.965034965034965,0.5699614890885751,1,1,1989-08-28 00:00:00,0
1212,Bahrain International Circuit,3,Williams,Valtteri Bottas,4.0,0.965034965034965,0.5699614890885751,1,1,1989-08-28 00:00:00,0
1213,Bahrain International Circuit,5,Williams,Valtteri Bottas,5.0,0.965034965034965,0.5699614890885751,1,1,1989-08-28 00:00:00,0
1214,Bahrain International Circuit,6,Williams,Valtteri Bottas,6.0,0.965034965034965,0.5699614890885751,1,1,1989-08-28 00:00:00,0
1215,Bahrain International Circuit,12,Williams,Lance Stroll,12.0,0.9230769230769231,0.5699614890885751,1,1,1998-10-29 00:00:00,0
1216,Bahrain International Circuit,20,Williams,Lance Stroll,20.0,0.9230769230769231,0.5699614890885751,1,1,1998-10-29 00:00:00,0
1218,Bahrain International Circuit,19,Williams,George Russell,19.0,0.9583333333333334,0.5699614890885751,1,1,1998-02-15 00:00:00,0
1224,Bahrain International Circuit,4,McLaren,Fernando Alonso,4.0,0.9326599326599326,0.6344916344916345,1,1,1981-07-29 00:00:00,0
1225,Bahrain International Circuit,14,McLaren,Fernando Alonso,14.0,0.9326599326599326,0.6344916344916345,1,1,1981-07-29 00:00:00,0
1226,Bahrain International Circuit,15,McLaren,Fernando Alonso,15.0,0.9326599326599326,0.6344916344916345,1,1,1981-07-29 00:00:00,0
1227,Bahrain International Circuit,13,McLaren,Fernando Alonso,13.0,0.9326599326599326,0.6344916344916345,1,1,1981-07-29 00:00:00,0
1233,Bahrain International Circuit,5,McLaren,Lewis Hamilton,5.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
1234,Bahrain International Circuit,3,McLaren,Lewis Hamilton,3.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
1235,Bahrain International Circuit,2,McLaren,Lewis Hamilton,2.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
1236,Bahrain International Circuit,4,McLaren,Lewis Hamilton,4.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
1237,Bahrain International Circuit,2,McLaren,Lewis Hamilton,2.0,0.9407114624505929,0.6344916344916345,1,1,1985-01-07 00:00:00,0
1241,Bahrain International Circuit,12,McLaren,Sergio Pérez,12.0,0.9333333333333333,0.6344916344916345,1,1,1990-01-26 00:00:00,0
1242,Bahrain International Circuit,8,McLaren,Kevin Magnussen,9.0,0.9523809523809523,0.6344916344916345,1,1,1992-10-05 00:00:00,0
1243,Bahrain International Circuit,7,McLaren,Carlos Sainz,7.0,0.9038461538461539,0.6344916344916345,1,1,1994-09-01 00:00:00,0
1247,Bahrain International Circuit,9,McLaren,Lando Norris,10.0,0.9166666666666666,0.6344916344916345,1,1,1999-11-13 00:00:00,0
1250,Bahrain International Circuit,3,Ferrari,Fernando Alonso,3.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
1251,Bahrain International Circuit,9,Ferrari,Fernando Alonso,9.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
1252,Bahrain International Circuit,3,Ferrari,Fernando Alonso,3.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
1253,Bahrain International Circuit,9,Ferrari,Fernando Alonso,10.0,0.9326599326599326,0.8243589743589743,1,1,1981-07-29 00:00:00,0
1277,Bahrain International Circuit,1,Ferrari,Charles Leclerc,1.0,0.8444444444444444,0.8243589743589743,1,1,1997-10-16 00:00:00,0
1314,Bahrain International Circuit,9,Mercedes,Lewis Hamilton,4.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
1315,Bahrain International Circuit,2,Mercedes,Lewis Hamilton,2.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
1316,Bahrain International Circuit,1,Mercedes,Lewis Hamilton,1.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
1317,Bahrain International Circuit,1,Mercedes,Lewis Hamilton,1.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
1318,Bahrain International Circuit,2,Mercedes,Lewis Hamilton,2.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
1319,Bahrain International Circuit,9,Mercedes,Lewis Hamilton,4.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
1320,Bahrain International Circuit,3,Mercedes,Lewis Hamilton,3.0,0.9407114624505929,0.8778054862842892,1,1,1985-01-07 00:00:00,0
1323,Bahrain International Circuit,1,Mercedes,Valtteri Bottas,1.0,0.965034965034965,0.8778054862842892,1,1,1989-08-28 00:00:00,0
1324,Bahrain International Circuit,3,Mercedes,Valtteri Bottas,3.0,0.965034965034965,0.8778054862842892,1,1,1989-08-28 00:00:00,0
1325,Bahrain International Circuit,4,Mercedes,Valtteri Bottas,4.0,0.965034965034965,0.8778054862842892,1,1,1989-08-28 00:00:00,0
1344,Bahrain International Circuit,9,AlphaTauri,Carlos Sainz,9.0,0.9038461538461539,0.4553903345724907,1,1,1994-09-01 00:00:00,0
1345,Bahrain International Circuit,11,AlphaTauri,Carlos Sainz,11.0,0.9038461538461539,0.4553903345724907,1,1,1994-09-01 00:00:00,0
1346,Bahrain International Circuit,16,AlphaTauri,Carlos Sainz,16.0,0.9038461538461539,0.4553903345724907,1,1,1994-09-01 00:00:00,0
1347,Bahrain International Circuit,15,AlphaTauri,Max Verstappen,15.0,0.9142857142857143,0.4553903345724907,1,1,1997-09-30 00:00:00,0
1348,Bahrain International Circuit,10,AlphaTauri,Max Verstappen,10.0,0.9142857142857143,0.4553903345724907,1,1,1997-09-30 00:00:00,0
1349,Bahrain International Circuit,5,AlphaTauri,Pierre Gasly,6.0,0.9387755102040817,0.4553903345724907,1,1,1996-02-07 00:00:00,0
1351,Bahrain International Circuit,12,AlphaTauri,Alexander Albon,12.0,0.9565217391304348,0.4553903345724907,1,1,1996-03-23 00:00:00,0
1383,Bahrain International Circuit,8,Alfa Romeo,Sergio Pérez,8.0,0.9333333333333333,0.3952755905511811,1,1,1990-01-26 00:00:00,0
1393,Bahrain International Circuit,19,Alfa Romeo,Charles Leclerc,19.0,0.8444444444444444,0.3952755905511811,1,1,1997-10-16 00:00:00,0
